render_description,render_change,score_change,improvement_category,total_score,contrast,whitespace,edge_density,color_entropy,feature_density,duration,agent_id
mutation_8_Brain_Red_synapses_in_light_mode,-0.013401985168457031,0.1340198516845703,Neutral,-6.052405834197998,0.0,0.0,0.0,0.0,0.0,0.6052405834197998,10-999
mutation_9_Brain_Cyan_action_potentials_in_dark_mode,-0.009285926818847656,0.09285926818847656,Neutral,-5.9595465660095215,0.0,0.0,0.0,0.0,0.0,0.5959546566009521,10-999
mutation_10_Brain_Larger_glow_for_action_potentials,0.0013272762298583984,-0.013272762298583984,Neutral,-5.9728193283081055,0.0,0.0,0.0,0.0,0.0,0.5972819328308105,10-999
mutation_11_Brain_Larger_action_potentials,0.01321268081665039,-0.1321268081665039,Neutral,-6.104946136474609,0.0,0.0,0.0,0.0,0.0,0.6104946136474609,10-999
mutation_12_Brain_Inverted_ambient_occlusion_colors,-0.008743047714233398,0.08743047714233398,Neutral,-6.017515659332275,0.0,0.0,0.0,0.0,0.0,0.6017515659332275,10-999
mutation_13_Brain_Remove_node_depth_shadows,-0.0071451663970947266,0.07145166397094727,Neutral,-5.946063995361328,0.0,0.0,0.0,0.0,0.0,0.5946063995361328,10-999
mutation_14_Brain_Blue_membrane_ripples,-0.0011246204376220703,0.011246204376220703,Neutral,-5.934817790985107,0.0,0.0,0.0,0.0,0.0,0.5934817790985107,10-999
mutation_15_Brain_Thicker_membrane_ripples,0.022302627563476562,-0.22302627563476562,Neutral,-6.157844066619873,0.0,0.0,0.0,0.0,0.0,0.6157844066619873,10-999
mutation_16_Synapse_Faster_vesicle_fusion,-0.020064353942871094,0.20064353942871094,Neutral,-5.957200527191162,0.0,0.0,0.0,0.0,0.0,0.5957200527191162,10-999
mutation_17_Synapse_Green_vesicles,-0.003842592239379883,0.03842592239379883,Neutral,-5.918774604797363,0.0,0.0,0.0,0.0,0.0,0.5918774604797363,10-999
mutation_18_Synapse_Red_bound_receptors,-0.010382413864135742,0.10382413864135742,Neutral,-5.814950466156006,0.0,0.0,0.0,0.0,0.0,0.5814950466156006,10-999
mutation_19_Synapse_Grey_unbound_receptors,0.013433456420898438,-0.13433456420898438,Neutral,-5.94928503036499,0.0,0.0,0.0,0.0,0.0,0.594928503036499,10-999
mutation_20_Synapse_Faster_particle_fade,0.0027315616607666016,-0.027315616607666016,Neutral,-5.976600646972656,0.0,0.0,0.0,0.0,0.0,0.5976600646972656,10-999
mutation_21_Synapse_Magenta_neurotransmitters,-0.002980470657348633,0.029804706573486328,Neutral,-5.94679594039917,0.0,0.0,0.0,0.0,0.0,0.594679594039917,10-999
mutation_22_Synapse_Faster_falling_particles,-0.01553797721862793,0.1553797721862793,Neutral,-5.791416168212891,0.0,0.0,0.0,0.0,0.0,0.5791416168212891,10-999
mutation_23_Synapse_Larger_particles,0.007807493209838867,-0.07807493209838867,Neutral,-5.869491100311279,0.0,0.0,0.0,0.0,0.0,0.5869491100311279,10-999
mutation_24_Synapse_Wider_receptors,0.019361257553100586,-0.19361257553100586,Neutral,-6.063103675842285,0.0,0.0,0.0,0.0,0.0,0.6063103675842285,10-999
mutation_25_Synapse_Purple_dark_mode_background,0.05420327186584473,-0.5420327186584473,Regression,-6.605136394500732,0.0,0.0,0.0,0.0,0.0,0.6605136394500732,10-999
mutation_26_Env_Thicker_influence_paths,-0.021749258041381836,0.21749258041381836,Neutral,-6.387643814086914,0.0,0.0,0.0,0.0,0.0,0.6387643814086914,10-999
mutation_27_Env_Pink_medication_capsule,0.005768299102783203,-0.05768299102783203,Neutral,-6.445326805114746,0.0,0.0,0.0,0.0,0.0,0.6445326805114746,10-999
mutation_28_Env_Black_medication_outline,-0.03713345527648926,0.3713345527648926,Neutral,-6.0739922523498535,0.0,0.0,0.0,0.0,0.0,0.6073992252349854,10-999
mutation_29_Env_Blue_medication_text_in_light_mode,0.035408973693847656,-0.35408973693847656,Neutral,-6.42808198928833,0.0,0.0,0.0,0.0,0.0,0.642808198928833,10-999
mutation_30_Env_Blue_therapy_icon,-0.00563812255859375,0.0563812255859375,Neutral,-6.371700763702393,0.0,0.0,0.0,0.0,0.0,0.6371700763702393,10-999
mutation_31_Env_Blue_therapy_outline,-0.007513999938964844,0.07513999938964844,Neutral,-6.296560764312744,0.0,0.0,0.0,0.0,0.0,0.6296560764312744,10-999
mutation_32_Env_Yellow_semi-transparent_label_background,-0.005228519439697266,0.052285194396972656,Neutral,-6.2442755699157715,0.0,0.0,0.0,0.0,0.0,0.6244275569915771,10-999
mutation_33_Env_Larger_default_label_font,0.001386404037475586,-0.01386404037475586,Neutral,-6.258139610290527,0.0,0.0,0.0,0.0,0.0,0.6258139610290527,10-999
mutation_34_Env_Serif_font_for_icon_labels,-0.05778837203979492,0.5778837203979492,Performance Win,-5.680255889892578,0.0,0.0,0.0,0.0,0.0,0.5680255889892578,10-999
mutation_35_Env_Opaque_grey_legend_background,0.08035683631896973,-0.8035683631896973,Regression,-6.483824253082275,0.0,0.0,0.0,0.0,0.0,0.6483824253082275,10-999
mutation_36_Env_Red_legend_title,-0.07207298278808594,0.7207298278808594,Performance Win,-5.763094425201416,0.0,0.0,0.0,0.0,0.0,0.5763094425201416,10-999
mutation_37_Env_Larger_legend_swatches,0.04154682159423828,-0.4154682159423828,Neutral,-6.178562641143799,0.0,0.0,0.0,0.0,0.0,0.6178562641143799,10-999
mutation_38_Env_Green_tint_title_bar_gradient,0.030538558959960938,-0.3053855895996094,Neutral,-6.483948230743408,0.0,0.0,0.0,0.0,0.0,0.6483948230743408,10-999
mutation_39_Env_Taller_title_bar,-0.005952596664428711,0.05952596664428711,Neutral,-6.424422264099121,0.0,0.0,0.0,0.0,0.0,0.6424422264099121,10-999
mutation_40_Env_Monospace_title_font,-0.024452686309814453,0.24452686309814453,Neutral,-6.179895401000977,0.0,0.0,0.0,0.0,0.0,0.6179895401000977,10-999
mutation_41_Env_Lighter_subtitle_color,0.00066375732421875,-0.0066375732421875,Neutral,-6.186532974243164,0.0,0.0,0.0,0.0,0.0,0.6186532974243164,10-999
mutation_42_Env_Red_'Family'_legend_color,0.03081226348876953,-0.3081226348876953,Neutral,-6.494655609130859,0.0,0.0,0.0,0.0,0.0,0.6494655609130859,10-999
mutation_43_Env_Blue_'Society'_legend_color,-0.007733583450317383,0.07733583450317383,Neutral,-6.4173197746276855,0.0,0.0,0.0,0.0,0.0,0.6417319774627686,10-999
mutation_44_Env_Thicker_title_bar_separator,-0.03133702278137207,0.3133702278137207,Neutral,-6.103949546813965,0.0,0.0,0.0,0.0,0.0,0.6103949546813965,10-999
mutation_45_Env_Sharper_medication_capsule,-0.0237424373626709,0.23742437362670898,Neutral,-5.866525173187256,0.0,0.0,0.0,0.0,0.0,0.5866525173187256,10-999
mutation_46_Env_Larger_head_for_therapy_icon_person,0.05705881118774414,-0.5705881118774414,Regression,-6.437113285064697,0.0,0.0,0.0,0.0,0.0,0.6437113285064697,10-999
mutation_48_Env_Square_legend_corners,0.004239559173583984,-0.042395591735839844,Neutral,-6.479508876800537,0.0,0.0,0.0,0.0,0.0,0.6479508876800537,10-999
mutation_49_Env_Solid_black_legend_border,0.032056570053100586,-0.32056570053100586,Neutral,-6.800074577331543,0.0,0.0,0.0,0.0,0.0,0.6800074577331543,10-999
mutation_50_Env_Mouse_interaction_scale_mismatch_(Visual_glitch_simulation),0.007330894470214844,-0.07330894470214844,Neutral,-6.873383522033691,0.0,0.0,0.0,0.0,0.0,0.6873383522033691,10-999
local_docs_model,16.572765111923218,-105.72765111923216,Regression,-112.60103464126585,2.842170943040401e-14,1.0,0.0,0.0,0.0,1.0,17.260103464126587,10-999
local_docs_model,-7.315675973892212,81.14379663311979,Performance Win,-31.45723800814607,20.798465753643583,0.8837,0.09998979695949393,0.6805608034751766,0.0442,0.9852546790588236,9.944427490234375,10-999
local_docs_model,-9.33493185043335,35.36228161013582,Performance Win,3.905043601989746,0.0,0.0,0.0,0.0,0.0,1.0,0.6094956398010254,10-999
local_docs_model,8.127481460571289,-23.28777771151521,Regression,-19.382734109525465,20.798465753643583,0.8837,0.09998979695949393,0.6805608034751766,0.0442,0.9852546790588236,8.736977100372314,10-999
